"b_Intercept","alpha"
144.975970261013,147.920843098005
145.122640792082,147.920615439584
151.754335052733,147.920578002959
168.640170644155,147.921196845368
168.490107594843,147.921203319825
168.667621521565,147.920858108639
168.639208401217,147.921676562094
168.111975021164,147.922605577226
178.6532806853,147.921938685617
177.385562308523,147.921800151105
176.841985387365,147.922242683457
177.626892565721,147.922588536749
177.606241737522,147.922833240427
177.571011822402,147.92292541487
176.97303450911,147.923061341945
175.743618077002,147.923612651789
175.995088969893,147.923472048382
175.921503568245,147.923155986859
176.155970632894,147.923023921802
